time,x,y,z
3.372,0.45,0.09,-0.38
3.380,0.51,0.10,-0.34
3.382,0.58,0.13,-0.37
3.387,0.69,0.20,-0.49
3.392,0.80,0.21,-0.55
3.398,0.86,0.27,-0.54
3.403,0.89,0.26,-0.52
3.407,0.81,0.32,-0.49
3.432,0.71,0.37,-0.38
3.433,0.63,0.40,-0.37
3.434,0.61,0.44,-0.26
3.435,0.58,0.43,-0.10
3.435,0.48,0.46,-0.17
3.437,0.47,0.45,-0.22
3.442,0.39,0.44,-0.22
3.448,0.44,0.35,-0.17
3.455,0.44,0.36,-0.10
3.457,0.44,0.33,0.08
3.463,0.36,0.24,0.21
3.467,0.31,0.22,0.32
3.472,0.31,0.14,0.33
3.477,0.33,0.07,0.34
3.482,0.35,0.04,0.31
3.487,0.36,-0.06,0.49
3.492,0.41,-0.06,0.63
3.497,0.42,-0.10,0.82
3.502,0.49,-0.17,0.98
3.507,0.47,-0.23,1.06
3.520,0.44,-0.33,1.06
3.568,0.43,-0.37,1.02
3.569,0.45,-0.43,0.91
3.573,0.54,-0.46,0.92
3.574,0.63,-0.48,0.89
3.574,0.67,-0.45,1.03
3.575,0.74,-0.36,1.29
3.576,0.72,-0.25,1.34
3.576,0.71,-0.19,1.27
3.581,0.67,-0.17,1.16
3.581,0.64,-0.11,0.89
3.582,0.72,0.06,0.50
3.583,0.74,0.20,0.16
3.583,0.67,0.34,-0.18
3.586,0.60,0.44,-0.47
3.588,0.54,0.53,-0.66
3.593,0.58,0.52,-0.91
3.598,0.62,0.50,-1.03
3.603,0.56,0.51,-1.05
3.607,0.49,0.30,-0.96
3.612,0.30,0.08,-0.72
3.620,0.02,-0.21,-0.25
3.624,-0.37,-0.59,0.19
3.627,-0.69,-0.90,0.73
3.633,-0.87,-1.25,1.24
3.637,-0.80,-1.55,1.75
3.642,-0.80,-1.88,2.17
3.649,-0.47,-2.11,2.49
3.653,-0.18,-2.31,2.91
3.657,0.26,-2.32,2.85
3.662,0.66,-2.29,2.59
3.668,0.98,-2.20,2.22
3.672,1.19,-2.02,1.70
3.677,1.39,-1.70,1.20
3.683,1.39,-1.44,0.51
3.688,1.45,-1.24,-0.07
3.692,1.29,-1.06,-0.33
3.698,1.20,-0.75,-0.67
3.704,1.09,-0.63,-0.88
3.709,0.93,-0.46,-1.12
3.713,1.10,0.08,-1.25
3.718,0.33,-0.51,-1.52
3.723,0.36,-0.55,-1.59
3.728,0.47,-0.36,-1.23
3.733,0.54,-0.42,-0.87
3.738,0.57,-0.59,-0.56
3.743,0.48,-0.72,-0.13
3.748,0.40,-0.86,0.24
3.753,0.42,-1.00,0.66
3.758,0.56,-1.18,0.91
3.763,0.48,-1.24,1.09
3.768,0.28,-1.27,1.12
3.773,0.11,-1.35,1.06
3.778,0.01,-1.36,0.92
3.783,-0.14,-1.35,0.84
3.788,-0.19,-1.19,0.64
3.793,-0.30,-1.11,0.32
3.798,-0.39,-0.97,-0.15
3.803,-0.42,-0.95,-0.73
3.808,-0.39,-0.77,-1.21
3.813,-0.34,-0.56,-1.50
3.818,-0.21,-0.35,-1.72
3.823,-0.14,-0.17,-1.88
3.828,0.00,0.01,-1.90
3.833,0.12,0.12,-1.92
3.838,0.24,0.21,-1.77
3.843,0.33,0.30,-1.77
3.848,0.39,0.38,-1.63
3.854,0.47,0.45,-1.46
3.858,0.53,0.54,-1.15
3.863,0.61,0.50,-0.99
3.874,0.71,0.50,-0.88
3.875,0.73,0.47,-0.75
3.878,0.84,0.44,-0.72
3.883,0.85,0.40,-0.73
3.888,0.81,0.41,-0.66
3.893,0.78,0.37,-0.60
3.898,0.72,0.34,-0.70
3.904,0.61,0.29,-0.77
3.909,0.50,0.30,-0.93
3.913,0.42,0.28,-0.98
3.918,0.42,0.24,-0.86
3.923,0.34,0.22,-0.80
3.928,0.33,0.15,-0.76
3.933,0.28,0.13,-0.72
3.939,0.34,0.04,-0.62
3.943,0.28,0.05,-0.46
3.949,0.20,-0.10,-0.25
3.954,0.07,-0.23,0.15
3.958,0.00,-0.30,0.40
3.964,-0.11,-0.31,0.55
3.969,-0.18,-0.41,0.76
3.974,-0.24,-0.42,0.86
3.979,-0.27,-0.41,0.95
3.984,-0.19,-0.41,0.88
3.989,-0.04,-0.38,0.60
3.994,0.17,-0.34,0.35
3.999,0.33,-0.21,0.20
4.017,0.40,-0.10,0.10
4.018,0.43,-0.01,0.05
4.019,0.42,0.11,-0.24
4.025,0.35,0.26,-0.22
4.026,0.40,0.25,-0.47
4.032,0.32,0.32,-0.53
4.036,0.34,0.32,-0.56
4.040,0.37,0.37,-0.52
4.044,0.46,0.35,-0.47
4.049,0.47,0.33,-0.23
4.055,0.42,0.30,-0.01
4.059,0.38,0.25,0.17
4.064,0.28,0.31,0.41
4.072,0.23,0.27,0.48
4.075,0.18,0.18,0.54
4.080,0.04,0.15,0.77
4.086,-0.01,0.11,0.96
4.092,-0.07,-0.05,0.94
4.095,-0.10,-0.16,0.97
4.100,-0.11,-0.28,0.81
4.106,-0.11,-0.33,0.72
4.110,-0.15,-0.31,0.54
4.115,-0.15,-0.25,0.53
4.120,-0.06,-0.21,0.38
4.127,-0.27,-0.13,0.33
4.130,-0.33,0.10,0.28
4.135,-0.36,0.35,0.07
4.143,-0.33,0.61,-0.06
4.146,-0.26,0.84,-0.42
4.150,-0.03,0.95,-0.73
4.165,0.08,1.05,-0.86
4.166,0.15,1.18,-0.98
4.167,0.29,1.21,-1.33
4.171,0.61,1.12,-1.48
4.175,0.91,0.97,-1.67
4.180,1.20,0.66,-1.60
4.185,1.42,0.27,-1.34
4.191,1.40,-0.18,-0.70
4.195,1.15,-0.71,0.39
4.200,0.88,-1.11,1.55
4.206,0.44,-1.42,2.47
4.210,0.11,-1.65,3.18
4.215,-0.10,-1.81,3.55
4.220,-0.24,-1.91,3.68
4.228,-0.21,-1.94,3.30
4.231,-0.17,-1.92,2.97
4.235,0.03,-1.85,2.30
4.250,0.28,-1.73,1.63
4.251,0.53,-1.57,0.92
4.251,0.87,-1.37,0.13
4.255,1.13,-1.04,-0.51
4.298,1.28,-0.85,-1.18
4.300,1.36,-0.67,-1.57
4.300,1.48,-0.52,-1.83
4.301,1.43,-0.36,-1.81
4.302,1.49,-0.28,-1.70
4.302,1.36,-0.28,-1.38
4.303,1.26,-0.34,-1.06
4.304,1.14,-0.40,-0.56
4.304,0.93,-0.55,0.02
4.305,0.75,-0.68,0.65
4.310,0.63,-0.68,1.04
4.315,0.55,-0.64,1.27
4.320,0.59,-0.69,1.19
4.325,0.69,-0.75,1.15
4.330,0.75,-0.80,1.16
4.335,0.76,-0.75,1.09
4.341,0.67,-0.62,0.90
4.345,0.57,-0.46,0.36
4.350,0.43,-0.33,-0.22
4.355,0.31,-0.17,-0.85
4.360,0.32,-0.04,-1.33
4.365,0.33,0.00,-1.83
4.370,0.38,0.05,-2.10
4.381,0.43,0.14,-2.25
4.382,0.40,0.23,-2.35
4.385,0.26,0.30,-2.49
4.393,0.26,0.41,-2.52
4.396,0.23,0.57,-2.40
4.401,0.13,0.68,-2.28
4.406,0.12,0.77,-2.17
4.411,0.00,0.82,-2.01
4.416,0.10,0.88,-1.98
4.421,0.25,0.93,-1.79
4.426,0.28,1.02,-1.76
4.431,0.31,1.06,-1.80
4.436,0.34,1.02,-1.81
4.441,0.49,1.00,-1.58
4.446,0.70,0.98,-1.41
4.451,0.80,0.94,-1.19
4.457,0.89,0.86,-1.01
4.464,1.00,0.86,-0.78
4.467,1.01,0.81,-0.70
4.472,1.06,0.76,-0.71
4.479,0.98,0.70,-0.75
4.482,0.95,0.61,-0.76
4.486,0.87,0.59,-0.65
4.493,0.78,0.54,-0.46
4.500,0.75,0.48,-0.27
4.503,0.62,0.38,-0.06
4.507,0.45,0.35,0.07
4.513,0.38,0.33,0.17
4.517,0.32,0.36,0.20
4.544,0.34,0.42,0.42
4.545,0.28,0.49,0.56
4.546,0.28,0.52,0.69
4.547,0.31,0.57,0.79
4.548,0.35,0.60,0.87
4.550,0.45,0.68,0.84
4.559,0.56,0.75,0.82
4.561,0.65,0.80,0.84
4.562,0.77,0.85,0.94
4.573,0.89,0.85,0.89
4.574,0.86,0.90,0.90
4.582,0.80,1.05,0.84
4.583,0.65,1.12,0.89
4.587,0.55,1.15,0.75
4.592,0.50,1.23,0.52
4.597,0.51,1.30,0.27
4.601,0.56,1.29,0.03
4.606,0.63,1.32,-0.06
4.612,0.69,1.44,-0.16
4.616,0.75,1.47,-0.21
4.621,0.70,1.40,-0.34
4.627,0.64,1.31,-0.48
4.632,0.62,1.32,-0.46
4.637,0.64,1.31,-0.29
4.642,0.56,1.24,0.01
4.650,0.46,1.09,0.29
4.654,0.32,0.92,0.57
4.657,0.32,0.82,0.83
4.671,0.32,0.68,1.01
4.672,0.32,0.63,1.33
4.673,0.24,0.51,1.59
4.677,0.18,0.38,1.85
4.682,0.05,0.26,1.95
4.687,-0.02,0.17,1.95
4.693,-0.03,0.09,1.90
4.697,-0.05,0.08,1.68
4.702,0.07,0.06,1.53
4.707,0.19,0.04,1.35
4.713,0.23,0.13,1.24
4.717,0.22,0.18,1.01
4.722,0.22,0.38,0.79
4.727,0.26,0.67,0.32
4.732,0.41,0.80,0.03
4.737,0.65,0.94,-0.28
4.742,0.80,0.89,-0.60
4.757,1.00,0.83,-0.67
4.758,1.08,0.72,-0.68
4.759,1.03,0.59,-0.53
4.762,0.82,0.29,-0.04
4.778,0.62,-0.06,0.40
4.781,0.29,-0.39,0.90
4.781,-0.04,-0.69,1.62
4.783,-0.22,-1.07,2.25
4.787,-0.34,-1.44,2.77
4.793,-0.44,-1.77,3.33
4.797,-0.52,-2.06,3.76
4.802,-0.58,-2.21,3.93
4.807,-0.60,-2.25,3.98
4.813,-0.58,-2.20,3.76
4.817,-0.49,-2.16,3.47
4.822,-0.30,-2.09,3.07
4.827,-0.11,-1.94,2.42
4.833,-0.03,-1.63,1.57
4.838,-0.00,-1.26,0.52
4.842,0.09,-1.04,-0.43
4.849,0.19,-0.88,-1.17
4.853,0.19,-0.61,-1.66
4.857,0.15,-0.42,-1.97
4.862,0.03,-0.31,-2.15
4.867,-0.07,-0.22,-2.14
4.872,-0.08,-0.26,-2.06
4.877,-0.39,-0.28,-1.90
4.887,-0.57,-0.33,-1.61
4.889,-0.81,-0.47,-1.12
4.893,-0.97,-0.66,-0.72
4.905,-1.08,-0.88,-0.19
4.906,-1.16,-1.11,0.26
4.909,-1.22,-1.28,0.59
4.913,-1.21,-1.36,0.64
4.918,-1.17,-1.45,0.71
4.923,-1.08,-1.49,0.65
4.927,-1.04,-1.43,0.63
4.933,-1.04,-1.37,0.55
4.938,-1.15,-1.31,0.23
4.943,-1.09,-1.21,-0.13
4.955,-1.03,-1.04,-0.45
4.959,-0.93,-0.91,-0.86
4.960,-0.78,-0.79,-1.10
4.964,-0.64,-0.62,-1.30
4.969,-0.59,-0.54,-1.61
4.974,-0.56,-0.40,-1.62
4.981,-0.57,-0.29,-1.67
4.985,-0.59,-0.17,-1.63
4.990,-0.60,-0.06,-1.57
4.993,-0.62,-0.06,-1.52
4.998,-0.63,-0.02,-1.43
5.003,-0.62,0.04,-1.32
5.008,-0.60,0.15,-1.32
5.013,-0.56,0.17,-1.27
5.024,-0.46,0.24,-1.30
5.032,-0.35,0.25,-1.35
5.033,-0.20,0.22,-1.50
5.033,-0.16,0.28,-1.67
5.055,-0.03,0.29,-1.80
5.056,-0.01,0.32,-2.01
5.058,0.08,0.34,-2.13
5.059,0.15,0.43,-1.93
5.060,0.19,0.39,-1.85
5.065,0.10,0.40,-1.69
5.069,0.06,0.36,-1.50
5.073,-0.00,0.28,-1.41
5.078,-0.04,0.23,-1.26
5.084,-0.06,0.21,-1.16
5.088,-0.11,0.16,-0.96
5.093,-0.19,0.07,-0.84
5.099,-0.18,0.01,-0.66
5.104,-0.23,-0.03,-0.51
5.108,-0.33,-0.05,-0.38
5.113,-0.45,-0.03,-0.17
5.119,-0.53,-0.04,-0.11
5.126,-0.52,-0.01,-0.04
5.128,-0.46,0.05,0.01
5.133,-0.33,0.19,-0.10
5.139,-0.22,0.24,-0.15
5.144,-0.18,0.33,-0.34
5.150,-0.12,0.36,-0.52
5.160,-0.04,0.44,-0.65
5.161,0.01,0.50,-0.80
5.164,0.10,0.54,-0.87
5.170,0.09,0.58,-0.98
5.175,0.01,0.67,-1.01
5.180,-0.11,0.72,-0.91
5.185,-0.19,0.77,-0.77
5.206,-0.28,0.78,-0.72
5.207,-0.41,0.82,-0.66
5.208,-0.60,0.82,-0.55
5.208,-0.65,0.91,-0.51
5.209,-0.71,0.97,-0.60
5.214,-0.72,0.98,-0.61
5.226,-0.79,1.03,-0.69
5.227,-0.76,1.03,-0.68
5.229,-0.74,1.10,-0.65
5.234,-0.72,1.11,-0.71
5.240,-0.68,1.19,-0.71
5.244,-0.62,1.19,-0.74
5.249,-0.59,1.19,-0.71
5.254,-0.54,1.22,-0.51
5.259,-0.56,1.25,-0.42
5.264,-0.58,1.28,-0.39
5.272,-0.58,1.31,-0.39
5.274,-0.55,1.31,-0.27
5.279,-0.57,1.31,-0.21
5.284,-0.50,1.35,-0.18
5.289,-0.54,1.34,-0.07
5.294,-0.53,1.30,0.13
5.299,-0.57,1.31,0.27
5.327,-0.59,1.28,0.41
5.329,-0.68,1.18,0.74
5.331,-0.70,1.02,0.95
5.331,-0.70,0.96,1.38
5.332,-0.68,0.80,1.64
5.332,-0.69,0.72,1.83
5.334,-0.65,0.62,2.06
5.341,-0.56,0.56,2.09
5.345,-0.47,0.49,2.23
5.349,-0.36,0.43,2.20
5.355,-0.32,0.39,2.25
5.359,-0.26,0.32,2.21
5.364,-0.26,0.26,2.14
5.369,0.14,0.75,2.16
5.374,-0.56,0.00,1.70
5.380,-0.47,-0.18,1.59
5.384,-0.11,0.10,1.64
5.390,0.06,0.23,1.68
5.394,-0.03,0.18,1.58
5.400,-0.18,0.15,1.65
5.405,-0.22,0.32,1.43
5.409,-0.15,0.40,1.22
5.414,-0.01,0.44,0.81
5.420,0.28,0.47,0.66
5.437,0.66,0.40,0.31
5.439,0.84,0.27,0.33
5.440,1.03,0.13,0.27
5.441,0.98,-0.10,0.42
5.444,0.82,-0.28,0.79
5.452,0.64,-0.50,1.16
5.455,0.50,-0.69,1.59
5.460,0.31,-0.97,1.99
5.465,0.16,-1.23,2.31
5.470,0.06,-1.44,2.58
5.476,-0.12,-1.60,2.74
5.480,-0.38,-1.69,2.72
5.485,-0.48,-1.62,2.58
5.491,-0.57,-1.47,2.09
5.495,-0.62,-1.27,1.44
5.500,-0.65,-1.07,0.63
5.505,-0.60,-0.92,-0.18
5.510,-0.34,-0.67,-0.84
5.515,-0.07,-0.42,-1.50
5.521,0.14,-0.28,-2.06
5.528,0.28,-0.04,-2.51
5.534,0.46,0.13,-2.92
5.536,0.51,0.17,-3.26
5.547,0.49,0.16,-3.43
5.550,0.57,0.11,-3.19
5.552,0.64,0.13,-2.83
5.555,0.64,0.08,-2.51
5.566,0.63,-0.02,-1.95
5.567,0.67,-0.15,-1.59
5.572,0.71,-0.31,-1.25
5.595,0.82,-0.50,-0.93
5.597,0.80,-0.62,-0.57
5.597,0.89,-0.75,-0.09
5.598,0.90,-0.89,0.49
5.598,0.88,-1.02,0.89
5.600,0.84,-1.17,1.10
5.605,0.75,-1.17,1.45
5.610,0.74,-1.21,1.45
5.615,0.66,-1.16,1.39
5.620,0.58,-1.15,1.26
5.625,0.49,-1.00,0.86
5.630,0.35,-0.87,0.49
5.635,0.38,-0.70,0.03
5.640,0.37,-0.54,-0.46
5.645,0.35,-0.39,-0.90
5.650,0.34,-0.21,-1.32
5.655,0.29,0.04,-1.72
5.667,0.27,0.27,-2.05
5.668,0.39,0.38,-2.31
5.672,0.52,0.48,-2.47
5.676,0.63,0.54,-2.48
5.680,0.69,0.58,-2.43
5.685,0.69,0.63,-2.31
5.690,0.60,0.65,-2.08
5.695,0.64,0.73,-1.86
5.700,0.66,0.76,-1.75
5.705,0.62,0.82,-1.63
5.711,0.57,0.84,-1.55
5.716,0.56,0.82,-1.47
5.720,0.54,0.89,-1.42
5.728,0.50,0.91,-1.34
5.730,0.40,0.91,-1.29
5.735,0.42,0.87,-1.46
5.741,0.43,0.90,-1.39
5.746,0.48,1.02,-1.28
5.751,0.56,1.00,-1.25
5.756,0.58,1.03,-1.31
5.761,0.57,1.03,-1.23
5.765,0.61,1.08,-1.17
5.770,0.66,1.16,-1.10
5.778,0.69,1.16,-0.97
5.781,0.81,1.19,-0.87
5.786,0.86,1.20,-0.72
5.791,0.86,1.17,-0.67
5.796,0.85,1.16,-0.46
5.801,0.89,1.01,-0.35
5.806,0.92,0.93,-0.22
5.827,0.96,0.90,-0.10
5.828,0.92,0.82,0.06
5.829,0.79,0.73,0.28
5.830,0.70,0.76,0.49
5.831,0.65,0.70,0.50
5.840,0.59,0.72,0.47
5.841,0.55,0.69,0.41
5.846,0.54,0.69,0.24
5.852,0.59,0.69,0.15
5.856,0.66,0.81,0.10
5.863,0.74,0.87,0.06
5.866,0.82,0.80,0.09
5.871,0.80,0.78,0.27
5.876,0.76,0.71,0.27
5.882,0.72,0.59,0.36
5.886,0.76,0.54,0.62
5.892,0.91,0.50,0.84
5.900,1.00,0.43,1.07
5.915,1.18,0.46,1.43
5.915,1.10,0.42,1.66
5.916,1.05,0.39,1.73
5.917,1.05,0.26,1.70
5.922,0.92,0.29,1.66
5.927,0.93,0.30,1.71
5.932,0.93,0.21,1.64
5.936,0.95,0.06,1.58
5.942,0.86,-0.00,1.64
5.949,0.86,-0.05,1.43
5.954,0.71,-0.17,1.49
5.956,0.56,-0.30,1.40
5.965,0.47,-0.48,1.39
5.967,0.39,-0.47,1.46
5.972,0.25,-0.47,1.45
5.977,0.10,-0.32,1.46
5.982,0.01,-0.12,1.25
5.987,-0.00,0.10,0.90
5.992,0.10,0.26,0.57
5.997,0.30,0.41,0.29
6.002,0.40,0.50,-0.00
6.007,0.55,0.62,-0.52
6.012,0.56,0.75,-0.73
6.017,0.52,0.71,-1.05
6.022,0.51,0.66,-1.00
6.038,0.47,0.46,-0.72
6.038,0.34,0.17,-0.42
6.039,0.24,-0.16,0.17
6.046,0.13,-0.55,0.74
6.058,0.02,-0.88,1.32
6.059,-0.16,-1.26,1.90
6.059,-0.20,-1.57,2.27
6.062,-0.26,-1.75,2.52
6.074,-0.35,-1.94,2.46
6.075,-0.26,-2.09,2.42
6.078,-0.05,-2.17,2.28
6.082,0.24,-2.06,2.20
6.087,0.45,-1.76,1.98
6.092,0.62,-1.55,1.41
6.098,0.65,-1.37,0.71
6.102,0.60,-1.22,0.14
6.107,0.61,-0.99,-0.15
6.112,0.62,-0.84,-0.45
6.117,0.62,-0.68,-0.33
6.125,0.64,-0.61,-0.31
6.127,0.54,-0.55,-0.24
6.132,0.40,-0.59,-0.12
6.137,0.22,-0.57,-0.09
6.142,0.11,-0.52,-0.04
6.147,0.09,-0.55,-0.20
6.152,0.07,-0.46,-0.20
6.157,0.12,-0.44,-0.37
6.172,0.27,-0.37,-0.54
6.173,0.40,-0.27,-0.80
6.181,0.52,-0.22,-0.98
6.182,0.52,-0.20,-1.12
6.183,0.44,-0.15,-1.23
6.204,0.29,-0.24,-1.31
6.206,0.24,-0.28,-1.28
6.207,0.19,-0.31,-1.11
6.208,0.15,-0.34,-1.03
6.209,0.06,-0.47,-0.71
6.215,-0.13,-0.54,-0.62
6.218,-0.29,-0.58,-0.43
6.226,-0.38,-0.57,-0.43
6.228,-0.41,-0.54,-0.48
6.233,-0.42,-0.54,-0.64
6.238,-0.30,-0.42,-0.79
6.243,-0.18,-0.32,-0.91
6.248,0.08,-0.29,-1.11
6.255,0.23,-0.13,-1.37
6.258,0.26,0.06,-1.63
6.265,0.23,0.35,-1.79
6.269,0.30,0.58,-2.07
6.274,0.25,0.77,-2.14
6.278,0.22,0.86,-2.24
6.286,0.29,1.06,-2.33
6.288,0.35,1.10,-2.20
6.293,0.42,1.13,-2.14
6.298,0.45,1.20,-1.97
6.303,0.44,1.25,-1.76
6.308,0.49,1.22,-1.45
6.313,0.56,1.17,-1.16
6.323,0.53,1.07,-0.73
6.324,0.48,0.91,-0.40
6.336,0.30,0.75,-0.05
6.337,0.18,0.61,0.17
6.351,0.08,0.51,0.19
6.353,0.03,0.48,0.10
6.354,-0.12,0.41,-0.24
6.354,-0.24,0.41,-0.52
6.358,-0.31,0.45,-0.75
6.363,-0.40,0.56,-0.98
6.371,-0.45,0.64,-1.05
6.373,-0.47,0.74,-1.16
6.379,-0.46,0.78,-1.34
6.383,-0.41,0.80,-1.43
6.388,-0.32,0.83,-1.30
6.393,-0.28,0.87,-1.16
6.398,-0.38,0.88,-0.84
6.404,-0.42,0.87,-0.56
6.409,-0.44,0.83,-0.36
6.413,-0.35,0.75,-0.18
6.421,-0.31,0.68,0.10
6.424,-0.20,0.61,0.27
6.428,-0.13,0.53,0.56
6.433,-0.15,0.48,0.78
6.439,-0.20,0.39,1.10
6.445,-0.19,0.35,1.20
6.450,-0.11,0.29,1.49
6.476,-0.10,0.26,1.72
6.477,-0.06,0.14,1.96
6.478,-0.09,0.01,2.08
6.479,-0.02,-0.10,2.20
6.479,0.05,-0.19,2.17
6.483,0.06,-0.27,2.09
6.484,0.09,-0.43,2.07
6.506,0.07,-0.48,1.86
6.508,0.06,-0.55,1.68
6.509,0.04,-0.51,1.72
6.510,-0.02,-0.46,1.66
6.511,-0.12,-0.28,1.62
6.514,-0.18,-0.10,1.35
6.519,-0.30,0.11,1.06
6.524,-0.35,0.40,0.46
6.554,-0.18,0.66,-0.09
6.555,0.11,0.92,-0.61
6.556,0.40,1.06,-1.01
6.557,0.68,1.05,-1.26
6.558,0.97,0.91,-1.39
6.565,1.12,0.68,-1.29
6.566,1.25,0.35,-1.03
6.570,1.24,-0.08,-0.50
6.570,1.60,0.14,0.50
6.574,0.56,-1.04,1.22
6.579,0.17,-1.72,2.00
6.584,0.08,-1.88,3.15
6.589,0.03,-2.00,4.17
6.594,-0.22,-2.30,4.75
6.599,-0.38,-2.39,5.08
6.611,-0.46,-2.38,5.20
6.613,-0.37,-2.34,4.95
6.614,-0.16,-2.31,4.43
6.638,0.05,-2.19,3.63
6.641,0.30,-1.93,2.51
6.641,0.43,-1.54,1.37
6.642,0.44,-1.14,0.19
6.643,0.45,-0.80,-0.84
6.644,0.32,-0.63,-1.60
6.649,0.20,-0.41,-1.91
6.656,0.07,-0.25,-2.15
6.660,0.11,-0.06,-2.24
6.664,0.21,0.02,-2.16
6.670,0.35,0.11,-1.98
6.674,0.43,0.05,-1.75
6.679,0.56,0.05,-1.36
6.684,0.68,-0.01,-0.88
6.690,0.73,-0.15,-0.40
6.694,0.78,-0.33,-0.13
6.699,0.71,-0.44,-0.09
6.704,0.70,-0.38,0.15
6.709,0.71,-0.44,0.29
6.714,0.63,-0.56,0.10
6.719,0.55,-0.61,-0.05
6.731,0.49,-0.54,-0.29
6.732,0.50,-0.41,-0.82
6.738,0.52,-0.37,-1.18
6.740,0.38,-0.34,-1.58
6.771,0.25,-0.27,-1.78
6.775,0.17,-0.14,-1.95
6.776,0.16,0.00,-2.14
6.777,0.14,0.04,-2.18
6.778,0.10,0.07,-2.12
6.778,0.01,0.10,-2.12
6.779,0.00,0.16,-1.97
6.780,-0.08,0.26,-1.91
6.785,-0.12,0.33,-1.82
