time,x,y,z
6.794,-0.14,0.37,-1.82
6.796,-0.17,0.43,-1.86
6.800,-0.10,0.48,-1.82
6.805,-0.01,0.51,-1.82
6.810,0.04,0.48,-1.70
6.815,0.01,0.46,-1.77
6.822,0.07,0.46,-1.74
6.828,0.22,0.42,-1.69
6.844,0.35,0.36,-1.55
6.844,0.44,0.28,-1.45
6.845,0.53,0.27,-1.38
6.846,0.53,0.30,-1.21
6.851,0.50,0.35,-0.96
6.855,0.44,0.39,-0.96
6.860,0.35,0.36,-0.79
6.865,0.40,0.38,-0.76
6.870,0.45,0.45,-0.61
6.877,0.47,0.48,-0.56
6.880,0.53,0.47,-0.49
6.885,0.54,0.49,-0.41
6.890,0.48,0.54,-0.46
6.895,0.45,0.58,-0.66
6.900,0.50,0.62,-0.76
6.905,0.51,0.61,-0.86
6.911,0.53,0.61,-0.96
6.915,0.58,0.69,-1.00
6.920,0.64,0.72,-1.00
6.925,0.60,0.76,-0.91
6.930,0.63,0.79,-0.83
6.935,0.66,0.81,-0.72
6.940,0.65,0.83,-0.51
6.948,0.67,0.73,-0.37
6.952,0.66,0.71,-0.23
6.961,0.60,0.69,-0.16
6.963,0.53,0.67,-0.08
6.978,0.49,0.70,-0.14
6.982,0.56,0.65,-0.06
6.984,0.62,0.69,-0.01
6.987,0.70,0.70,-0.04
6.988,0.73,0.77,0.03
6.992,0.77,0.80,0.09
7.018,0.74,0.76,0.17
7.018,0.71,0.67,0.35
7.019,0.80,0.68,0.50
7.019,0.76,0.60,0.70
7.020,0.67,0.52,0.89
7.022,0.62,0.49,1.22
7.026,0.63,0.39,1.48
7.032,0.66,0.32,1.71
7.036,0.68,0.22,1.74
7.041,0.77,0.09,1.88
7.045,0.87,0.03,1.79
7.051,1.00,-0.10,1.74
7.055,0.73,-0.40,1.84
7.075,0.73,0.18,2.25
7.077,0.48,0.19,2.13
7.078,0.11,0.28,2.16
7.079,0.22,0.43,1.92
7.081,0.39,0.49,1.61
7.086,0.59,0.59,1.21
7.092,0.53,0.76,1.05
7.096,0.67,0.85,0.67
7.101,0.76,0.79,0.39
7.105,0.82,0.62,0.06
7.111,0.84,0.31,0.17
7.115,0.78,-0.16,0.60
7.123,0.53,-0.58,1.30
7.125,0.33,-0.87,2.26
7.131,-0.06,-1.08,3.21
7.136,-0.36,-1.32,4.01
7.141,-0.51,-1.57,4.53
7.146,-0.35,-1.73,4.72
7.151,-0.41,-1.97,4.82
7.156,-0.44,-2.16,4.56
7.162,-0.31,-2.22,3.90
7.166,0.75,-2.32,2.46
7.171,-0.59,-2.00,2.94
7.176,0.40,-1.44,1.56
7.181,0.41,-1.16,0.99
7.186,0.73,-0.83,-0.19
7.191,0.82,-0.63,-1.17
7.199,0.90,-0.40,-1.94
7.202,0.82,-0.14,-2.27
7.212,0.63,0.08,-2.29
7.213,0.48,0.21,-2.25
7.229,0.31,0.15,-2.01
7.231,0.16,0.16,-1.83
7.232,0.07,0.01,-1.53
7.233,-0.16,-0.21,-1.34
7.237,-0.37,-0.39,-1.01
7.241,-0.58,-0.56,-0.62
7.247,-0.60,-0.74,-0.15
7.251,-0.44,-0.81,0.10
7.256,-0.20,-0.89,0.21
7.262,-0.15,-0.99,0.27
7.266,-0.11,-1.03,0.07
7.271,-0.09,-1.03,-0.05
7.276,-0.26,-0.89,-0.06
7.282,-0.69,-0.81,-0.17
7.287,-0.51,-0.94,-0.81
7.292,-0.26,-0.62,-0.71
7.297,-0.49,-0.63,-0.81
7.302,-0.42,-0.75,-1.04
7.306,-0.21,-0.77,-1.28
7.312,-0.07,-0.69,-1.47
7.317,0.01,-0.59,-1.72
7.322,0.03,-0.52,-1.84
7.326,0.21,-0.40,-1.93
7.336,0.28,-0.22,-1.85
7.338,0.30,-0.12,-1.87
7.342,0.14,0.05,-1.87
7.372,-0.02,0.16,-1.91
7.373,-0.08,0.32,-1.96
7.374,-0.17,0.46,-1.89
7.375,-0.21,0.55,-1.98
7.376,-0.23,0.64,-1.91
7.380,-0.19,0.68,-2.08
7.380,-0.04,0.63,-2.05
7.383,-0.03,0.60,-2.06
7.387,0.03,0.66,-2.10
7.393,0.01,0.77,-2.11
7.400,0.03,0.68,-2.04
7.402,-0.08,0.65,-1.90
7.407,0.00,0.61,-1.78
7.414,-0.02,0.54,-1.48
7.418,-0.17,0.44,-1.21
7.423,-0.26,0.40,-0.91
7.427,-0.34,0.32,-0.64
7.434,-0.46,0.27,-0.43
7.438,-0.61,0.25,-0.22
7.443,-0.74,0.27,-0.15
7.448,-0.81,0.37,-0.14
7.454,-0.86,0.43,-0.19
7.458,-0.86,0.48,-0.27
7.470,-0.81,0.57,-0.42
7.472,-0.74,0.64,-0.54
7.474,-0.65,0.73,-0.72
7.491,-0.56,0.81,-0.80
7.493,-0.59,0.76,-0.95
7.494,-0.70,0.97,-0.94
7.494,-0.55,1.07,-1.14
7.506,-0.62,1.06,-1.19
7.508,-0.51,1.05,-1.18
7.508,-0.41,1.11,-0.94
7.523,-0.32,1.10,-0.71
7.525,-0.32,1.03,-0.45
7.526,-0.26,1.01,-0.32
7.528,-0.33,0.98,-0.29
7.539,-0.40,0.92,-0.24
7.540,-0.22,0.98,0.05
7.554,-0.00,0.98,0.32
7.556,-0.08,0.86,0.59
7.556,-0.22,0.78,0.86
7.558,-0.42,0.68,1.15
7.562,-0.45,0.61,1.18
7.573,-0.46,0.59,1.22
7.574,-0.37,0.59,1.20
7.577,-0.21,0.49,1.14
7.589,-0.14,0.38,1.00
7.590,-0.02,0.33,1.04
7.600,0.02,0.25,1.28
7.601,-0.00,0.14,1.44
7.629,0.00,0.09,1.68
7.632,-0.02,0.02,1.80
7.634,0.04,-0.04,1.87
7.635,-0.07,-0.08,1.75
7.635,-0.24,0.05,1.61
7.636,-0.21,0.28,1.40
7.637,-0.15,0.51,1.09
7.641,0.01,0.70,0.67
7.643,0.30,0.67,0.47
7.649,0.50,0.72,0.23
7.653,0.83,0.74,0.04
7.658,1.12,0.58,-0.29
7.663,1.10,0.15,-0.15
7.671,1.32,0.21,0.10
7.673,1.23,-0.00,0.56
7.678,0.84,-0.40,1.02
7.683,0.73,-0.28,1.75
7.688,-0.21,-1.17,2.42
7.693,-0.26,-1.60,3.07
7.699,-0.05,-1.41,4.08
7.703,-0.16,-1.65,4.48
7.708,-0.29,-1.89,4.23
7.713,-0.29,-1.84,4.11
7.721,-0.42,-1.82,4.06
7.723,-0.43,-1.69,2.95
7.728,-0.22,-1.44,2.03
7.735,0.01,-1.22,1.19
7.738,0.25,-1.03,0.44
7.744,0.53,-0.78,-0.51
7.749,1.08,-0.55,-1.40
7.788,0.78,-0.45,-1.79
7.791,0.90,-0.13,-2.24
7.794,0.79,0.02,-2.41
7.795,-0.19,0.04,-2.36
7.795,0.21,0.25,-2.17
7.795,0.28,0.15,-1.68
7.795,0.26,0.04,-1.12
7.796,0.33,0.00,-0.51
7.796,0.24,-0.20,-0.18
7.798,0.16,-0.33,0.12
7.809,0.15,-0.32,0.47
7.810,0.13,-0.38,0.50
7.813,0.12,-0.38,0.42
7.818,0.14,-0.39,0.47
7.823,0.26,-0.34,0.45
7.828,0.38,-0.35,0.22
7.834,0.54,-0.30,0.03
7.838,0.67,-0.24,-0.15
7.843,0.78,-0.25,-0.16
7.848,0.98,-0.24,-0.30
7.854,1.02,-0.36,-0.47
7.858,0.96,-0.37,-1.01
7.863,0.82,-0.29,-1.31
7.868,0.64,-0.14,-1.37
7.874,0.51,-0.09,-1.32
7.878,0.45,-0.03,-1.15
7.883,0.39,-0.02,-1.16
7.899,0.33,0.01,-1.29
7.900,0.28,0.11,-1.49
7.900,0.21,0.21,-1.71
7.913,0.27,0.36,-1.81
7.914,0.31,0.46,-1.81
7.914,0.30,0.57,-1.81
7.919,0.29,0.61,-1.80
7.924,0.25,0.67,-1.82
7.929,0.34,0.69,-1.70
7.934,0.39,0.77,-1.70
7.939,0.49,0.74,-1.67
7.944,0.55,0.75,-1.64
7.949,0.59,0.69,-1.66
7.954,0.50,0.66,-1.75
7.959,0.41,0.60,-1.81
7.964,0.27,0.60,-1.74
7.970,0.14,0.63,-1.53
7.974,0.12,0.59,-1.26
7.979,0.08,0.52,-1.08
7.984,0.00,0.47,-1.08
8.000,-0.07,0.49,-0.92
8.001,-0.06,0.48,-0.58
8.002,-0.00,0.43,-0.43
8.004,0.09,0.41,-0.15
8.033,0.20,0.42,0.20
8.034,0.21,0.47,0.40
8.034,0.17,0.50,0.61
8.035,0.18,0.57,0.70
8.036,0.24,0.62,0.64
8.044,0.36,0.60,0.65
8.045,0.39,0.63,0.52
8.045,0.45,0.68,0.32
8.049,0.49,0.75,0.21
8.054,0.50,0.80,0.11
8.059,0.45,0.93,0.07
8.064,0.37,0.94,0.05
8.069,0.30,0.99,-0.09
8.074,0.31,0.94,-0.21
8.079,0.34,1.00,-0.27
8.084,0.36,1.04,-0.29
8.089,0.42,1.10,-0.25
8.103,0.39,1.07,-0.17
8.105,0.40,1.08,-0.01
8.105,0.44,1.00,0.10
8.115,0.46,0.92,0.26
8.116,0.49,0.90,0.49
8.119,0.43,0.86,0.71
8.127,0.37,0.81,1.00
8.129,0.29,0.72,1.18
8.134,0.23,0.59,1.31
8.140,0.15,0.53,1.50
8.144,0.10,0.39,1.61
8.149,0.10,0.28,1.79
8.155,0.07,0.16,1.78
8.159,0.12,-0.03,1.90
8.164,0.05,-0.12,2.00
8.169,-0.01,-0.24,2.10
8.174,-0.13,-0.27,2.32
8.179,-0.24,-0.23,2.54
8.184,-0.41,-0.11,2.47
8.189,-0.45,0.17,2.12
8.195,-0.35,0.35,1.70
8.200,-0.28,0.63,1.01
8.205,-0.03,0.84,0.24
8.214,0.22,1.09,-0.19
8.217,0.30,1.29,-0.22
8.220,0.33,1.38,-0.37
8.230,0.41,1.27,-0.45
8.231,0.41,1.03,-0.23
8.248,0.36,0.59,0.33
8.250,0.23,0.16,1.03
8.251,0.08,-0.29,1.88
8.251,-0.12,-0.71,2.57
8.255,-0.21,-1.09,3.09
8.261,-0.51,-1.48,3.46
8.265,-0.91,-1.77,3.30
8.270,-0.68,-1.71,3.86
8.275,-0.66,-1.97,1.70
8.280,-0.84,-2.02,1.69
8.285,-0.69,-2.03,1.13
8.290,-0.43,-1.77,0.47
8.296,-0.12,-1.38,-0.15
8.300,0.25,-1.11,-0.88
8.305,0.33,-0.94,-1.38
8.316,0.70,-0.54,-1.85
8.319,0.61,-0.16,-1.95
8.321,0.41,-0.00,-2.58
8.334,0.38,0.26,-2.52
8.335,0.45,0.52,-2.48
8.336,0.39,0.55,-2.24
8.351,0.40,0.52,-1.89
8.352,0.93,1.16,-1.40
8.352,-0.02,0.04,-1.03
8.355,0.12,-0.25,-0.50
8.361,0.25,-0.01,0.01
8.366,-0.12,-0.42,0.21
8.370,-0.36,-0.70,0.50
8.375,-0.49,-0.75,0.77
8.381,-0.71,-0.90,0.79
8.385,-0.86,-0.99,0.68
8.391,-1.05,-1.03,0.51
8.396,-1.20,-1.02,0.37
8.401,-1.35,-0.91,0.25
8.405,-1.49,-0.95,0.21
8.411,-1.52,-0.90,0.15
8.416,-1.43,0.01,0.75
8.421,-2.12,-1.67,-0.27
8.426,-0.62,-0.76,-0.63
8.431,-1.01,-0.54,-0.59
8.436,-1.25,-0.63,-0.65
8.441,-0.91,-0.54,-0.90
8.446,-0.62,-0.36,-1.09
8.451,-0.70,-0.21,-1.25
8.456,-0.78,0.08,-1.49
8.462,-0.82,0.33,-1.67
8.471,-0.74,0.52,-1.67
8.486,-0.62,0.72,-1.92
8.487,-0.45,0.93,-2.22
8.488,-0.22,1.05,-2.24
8.490,0.02,1.07,-2.30
8.496,0.29,1.06,-2.31
8.496,0.51,1.10,-2.28
8.514,0.62,1.07,-2.08
8.516,0.75,1.08,-2.04
8.517,0.77,1.06,-1.90
8.517,0.71,1.00,-1.88
8.521,0.59,0.96,-1.70
8.526,0.48,0.88,-1.38
8.533,0.33,0.82,-1.18
8.540,0.19,0.65,-1.11
8.541,-0.01,0.56,-0.97
8.549,-0.17,0.49,-0.79
8.551,-0.25,0.41,-0.61
8.556,-0.29,0.39,-0.43
8.562,-0.23,0.41,-0.34
8.572,-0.26,0.38,-0.14
8.573,-0.34,0.37,-0.17
8.576,-0.42,0.39,-0.08
8.581,-0.47,0.52,-0.11
8.586,-0.44,0.59,-0.12
8.591,-0.54,0.67,-0.06
8.603,-0.53,0.70,-0.04
8.604,-0.58,0.72,-0.07
8.606,-0.61,0.80,-0.15
8.612,-0.60,0.83,-0.14
8.636,-0.60,0.92,-0.16
8.638,-0.55,0.88,-0.14
8.638,-0.51,0.87,-0.13
8.639,-0.53,0.86,-0.07
8.639,-0.56,0.88,0.01
8.642,-0.57,0.89,0.02
8.647,-0.48,0.96,0.19
8.652,-0.46,0.87,0.42
8.656,-0.29,0.83,0.52
8.662,-0.15,0.72,0.90
8.667,-0.15,0.66,1.21
8.672,-0.13,0.53,1.51
8.676,-0.18,0.39,1.80
8.683,-0.28,0.28,1.95
8.686,-0.39,0.15,2.23
8.691,-0.38,0.11,2.36
8.697,-0.28,-0.08,2.43
8.702,-0.38,-0.19,2.50
8.707,-0.43,-0.28,2.43
8.712,-0.51,-0.23,2.27
8.717,-0.45,-0.25,2.06
8.722,-0.40,-0.26,1.88
8.727,-0.33,-0.29,1.66
8.738,-0.37,-0.18,1.58
8.741,-0.45,-0.06,1.44
8.742,-0.51,0.16,1.12
8.748,-0.45,0.34,0.61
8.765,-0.28,0.57,0.17
8.767,-0.04,0.68,-0.12
8.768,0.28,0.77,-0.44
8.769,0.45,0.90,-0.78
8.773,0.48,1.02,-0.91
8.777,0.62,1.09,-0.93
8.783,0.65,1.03,-0.96
8.787,0.66,0.82,-0.62
8.792,0.70,0.48,0.08
8.797,0.70,0.13,0.93
8.802,0.56,-0.34,1.66
8.807,0.29,-0.80,2.38
8.812,-0.07,-1.22,3.07
8.817,-0.39,-1.61,3.75
8.822,-0.60,-1.83,4.05
8.827,-0.70,-1.96,4.11
8.832,-0.76,-2.03,3.72
8.837,-0.67,-1.93,3.14
8.842,-0.46,-1.69,2.21
8.847,-0.13,-1.42,1.24
8.856,0.10,-1.15,0.43
8.857,0.28,-0.84,-0.41
8.875,0.32,-0.55,-1.37
8.876,0.40,-0.36,-1.89
8.877,0.29,-0.18,-2.33
8.878,0.10,-0.04,-2.56
8.886,-0.04,0.06,-2.44
8.889,0.60,0.69,-1.88
8.892,-0.32,-0.42,-1.76
8.899,-0.19,-0.92,-1.53
8.903,0.11,-0.81,-0.73
8.907,0.29,-0.82,-0.20
8.917,0.20,-1.15,0.37
8.918,0.09,-1.36,0.66
8.923,0.10,-1.36,1.08
8.927,0.11,-1.41,1.41
8.933,0.11,-1.50,1.43
8.938,0.13,-1.51,1.56
8.943,0.04,-1.46,1.46
8.947,0.01,-1.46,1.10
8.953,-0.06,-1.33,0.65
8.958,-0.08,-1.23,0.04
8.963,-0.12,-1.11,-0.16
8.969,-0.16,-0.94,-0.66
8.973,-0.14,-0.79,-1.23
8.978,-0.06,-0.69,-1.65
8.984,0.07,-0.41,-2.04
8.988,0.20,-0.24,-2.48
8.993,0.27,-0.06,-2.72
8.998,0.34,0.15,-3.04
9.011,0.32,0.30,-3.32
9.012,0.37,0.47,-3.47
9.014,0.42,0.58,-3.42
9.026,0.44,0.66,-3.24
9.030,0.44,0.71,-2.88
9.031,0.40,0.75,-2.61
9.048,0.39,0.73,-2.42
9.059,0.47,0.72,-2.14
9.059,0.47,0.61,-1.84
9.060,0.47,0.58,-1.53
9.061,0.50,0.49,-1.16
9.061,0.46,0.42,-0.87
9.063,0.35,0.33,-0.86
9.068,0.23,0.26,-0.79
9.074,0.17,0.24,-0.83
9.078,0.23,0.24,-0.77
9.086,0.26,0.20,-0.81
9.091,0.28,0.19,-0.90
9.093,0.23,0.28,-0.88
9.098,0.28,0.27,-0.90
9.106,0.31,0.26,-0.92
9.108,0.37,0.30,-0.92
9.113,0.38,0.40,-0.93
9.118,0.41,0.43,-1.06
9.126,0.44,0.47,-0.96
9.130,0.45,0.53,-0.79
9.133,0.39,0.63,-0.52
9.156,0.39,0.57,-0.34
9.158,0.44,0.66,-0.10
9.159,0.45,0.64,0.05
9.159,0.42,0.61,0.11
9.160,0.37,0.60,0.22
9.164,0.35,0.59,0.19
9.168,0.35,0.68,0.16
9.188,0.34,0.72,0.04
9.189,0.28,0.79,-0.05
9.190,0.34,0.82,-0.09
9.191,0.36,0.86,-0.15
9.193,0.44,0.88,-0.19
9.198,0.56,0.92,-0.11
9.203,0.51,0.96,-0.02
9.208,0.48,0.95,-0.03
9.213,0.47,0.88,-0.07
9.219,0.41,0.82,-0.07
9.224,0.33,0.83,-0.04
9.228,0.26,0.90,0.03
9.233,0.33,0.94,0.17
9.239,0.34,0.94,0.30
9.244,0.39,0.90,0.34
9.248,0.38,0.89,0.36
9.254,0.35,0.83,0.58
9.270,0.21,0.78,0.59
9.270,0.04,0.71,0.73
9.271,-0.04,0.62,0.85
9.285,-0.05,0.54,0.98
9.286,-0.01,0.44,1.24
9.286,0.05,0.25,1.42
9.290,0.02,0.12,1.48
9.294,0.00,0.06,1.63
9.299,-0.02,-0.00,1.59
9.304,0.01,-0.02,1.65
9.309,0.05,0.11,1.71
9.314,0.13,0.17,1.80
9.319,0.15,0.38,1.58
9.328,0.19,0.54,1.43
9.329,0.22,0.69,1.13
9.334,0.33,0.75,0.88
9.339,0.46,0.88,0.61
9.344,0.68,0.97,0.58
9.349,0.80,0.85,0.69
9.354,0.90,0.65,0.63
9.359,0.83,0.37,0.88
9.364,0.62,0.01,1.42
9.369,0.33,-0.37,2.12
9.377,0.07,-0.85,2.71
9.382,-0.27,-1.18,3.26
9.384,-0.59,-1.55,3.53
9.389,-0.86,-1.81,3.81
9.408,-0.84,-1.84,3.91
9.410,-1.12,-1.95,3.61
9.411,-1.29,-2.08,3.01
9.412,-1.38,-2.03,2.05
9.415,-1.13,-1.86,1.62
9.419,-0.85,-1.62,0.71
9.426,-0.60,-1.27,-0.12
9.430,-0.38,-0.92,-1.09
9.434,-0.07,-0.49,-1.53
9.439,0.09,-0.12,-2.02
9.444,0.05,0.17,-2.53
9.450,0.07,0.32,-2.84
9.455,0.25,0.49,-2.85
9.460,0.57,0.75,-2.67
9.465,0.76,0.71,-2.64
9.470,0.91,0.68,-2.19
9.500,1.02,0.59,-1.91
9.506,1.04,0.42,-1.52
9.507,0.97,0.26,-1.08
9.513,0.84,-0.08,-0.64
9.518,0.60,-0.44,0.15
9.521,0.43,-0.83,0.77
9.522,0.28,-1.13,1.21
9.524,0.14,-1.38,1.57
9.527,-0.20,-1.48,1.65
9.528,-0.57,-1.58,1.48
9.530,-0.75,-1.63,1.37
9.531,-0.91,-1.59,1.54
9.537,-1.00,-1.53,1.35
9.553,-1.08,-1.53,1.30
9.553,-1.14,-1.45,1.16
9.554,-1.13,-1.34,1.00
9.554,-1.07,-1.24,0.75
9.561,-1.02,-1.01,0.43
9.565,-0.87,-0.89,0.02
9.569,-0.60,-0.21,-0.14
9.574,-1.04,-1.01,-0.54
9.580,-0.17,-0.49,-0.49
9.584,-0.51,-0.19,-0.75
9.590,-0.71,-0.27,-0.86
9.596,-0.24,-0.07,-1.15
9.601,-0.05,0.16,-1.11
9.607,-0.13,0.19,-1.37
9.617,0.08,0.48,-1.65
9.619,0.34,0.64,-1.83
9.620,0.40,0.79,-2.13
9.625,0.39,0.90,-2.35
9.630,0.40,0.97,-2.47
9.635,0.31,0.97,-2.57
9.640,0.24,1.02,-2.64
9.645,0.21,1.05,-2.66
9.650,0.26,1.02,-2.66
9.655,0.29,0.92,-2.51
9.661,0.36,0.83,-2.21
9.665,0.31,0.68,-1.71
9.670,0.20,0.60,-1.38
9.675,0.07,0.50,-1.13
9.680,-0.02,0.42,-0.85
9.685,-0.16,0.45,-0.60
9.690,-0.29,0.38,-0.36
9.695,-0.33,0.39,-0.23
9.700,-0.45,0.34,-0.19
9.705,-0.49,0.37,-0.25
9.710,-0.48,0.42,-0.13
9.722,-0.57,0.43,-0.27
9.722,-0.62,0.48,-0.40
9.725,-0.70,0.50,-0.30
9.740,-0.61,0.54,-0.55
9.741,-0.59,0.53,-0.63
9.741,-0.61,0.52,-0.74
9.746,-0.59,0.55,-0.68
9.750,-0.49,0.65,-0.57
9.755,-0.46,0.68,-0.49
9.760,-0.33,0.75,-0.45
9.765,-0.29,0.74,-0.23
9.770,-0.19,0.76,-0.02
9.775,-0.33,0.79,0.03
9.780,-0.42,0.80,0.37
9.785,-0.56,0.83,0.53
9.790,-0.64,0.81,0.54
9.797,-0.64,0.73,0.45
9.801,-0.64,0.79,0.43
9.806,-0.60,0.79,0.40
9.812,-0.49,0.77,0.43
9.816,-0.40,0.76,0.37
9.821,-0.34,0.75,0.38
9.826,-0.30,0.81,0.53
9.832,-0.30,0.79,0.56
9.836,-0.30,0.73,0.66
9.842,-0.28,0.65,0.86
9.867,-0.35,0.52,1.03
9.870,-0.40,0.36,1.08
9.879,-0.43,0.31,1.38
9.881,-0.44,0.25,1.57
9.882,-0.56,0.19,1.66
9.883,-0.76,0.16,1.67
9.886,-0.80,0.08,1.56
9.887,-0.85,0.12,1.58
9.893,-0.86,0.07,1.66
9.894,-0.83,0.01,1.59
9.912,-0.76,0.01,1.84
9.913,-0.67,0.13,1.50
9.914,-0.78,0.30,1.07
9.914,-0.76,0.50,0.55
9.917,-0.52,0.70,0.09
9.921,-0.30,0.89,-0.37
9.926,-0.03,0.95,-0.89
9.931,0.53,1.14,-0.96
9.936,0.83,1.32,-0.93
9.941,0.89,1.20,-0.85
9.946,0.91,0.92,-0.70
9.951,0.93,0.49,-0.30
9.956,0.92,0.16,0.17
9.961,0.88,-0.25,0.60
9.968,0.74,-0.63,1.22
9.971,0.56,-1.03,2.13
9.976,0.24,-1.41,3.01
9.982,-0.06,-1.71,3.79
9.986,-0.31,-1.99,4.28
9.991,-0.45,-2.11,4.74
9.996,-0.47,-2.25,4.59
10.007,-0.79,-2.35,3.81
10.008,-0.74,-2.27,2.96
10.012,-0.49,-1.94,2.02
10.037,-0.19,-1.68,1.23
10.038,0.13,-1.27,0.33
10.038,0.34,-0.95,-0.76
10.039,0.39,-0.60,-1.86
10.040,0.52,-0.25,-2.66
10.048,0.64,0.05,-3.22
10.048,0.69,0.17,-3.57
10.052,0.72,0.31,-3.58
10.057,0.78,0.39,-2.96
10.062,1.01,0.68,-1.67
10.067,0.58,-0.31,-1.47
10.072,0.78,-0.46,-0.65
10.076,0.77,-0.34,0.13
10.081,0.57,-0.69,0.59
10.086,0.29,-1.04,1.01
10.092,0.17,-1.18,1.63
10.097,0.13,-1.52,2.08
10.102,0.13,-1.83,1.94
10.107,0.18,-1.94,1.90
10.112,0.19,-1.93,1.93
10.119,0.27,-1.92,1.77
10.124,0.40,-1.86,1.87
10.126,0.31,-1.87,1.67
10.132,0.08,-1.90,1.15
10.137,-0.14,-1.77,1.54
10.142,-0.26,-1.74,0.09
10.147,-0.10,-1.48,0.05
10.157,0.18,-1.20,-0.07
10.158,0.27,-1.00,-0.49
10.165,0.23,-0.85,-1.12
10.184,0.14,-0.66,-1.66
10.185,0.19,-0.41,-2.16
10.185,0.37,-0.17,-2.52
10.185,0.36,0.09,-2.86
10.187,0.42,0.28,-3.06
10.192,0.26,0.42,-3.34
10.197,0.19,0.54,-3.43
